right,1.3509502410888672,
left,1.6142442226409912,
right,1.9034767150878906,
left,2.190244197845459,
right,2.4894940853118896,
left,2.60979962348938,
right,2.8057973384857178,
left,2.950244426727295,
right,3.126154899597168,
left,3.2872610092163086,
right,3.4302444458007812,
left,3.5512619018554688,
right,3.7192542552948,
left,3.8702447414398193,
right,4.056251525878906,
left,4.178152799606323,
right,4.3608558177948,
left,4.474263668060303,
right,4.615780591964722,
left,4.70386815071106,
down,4.942384719848633,
up,5.014244318008423,
down,5.174661636352539,
up,5.325989723205566,
down,5.454695463180542,
up,5.607506036758423,
down,5.758610010147095,
up,5.902613162994385,
down,6.062434434890747,
up,6.210993528366089,
down,6.3502442836761475,
up,6.487662076950073,
down,6.655261754989624,
up,6.822320222854614,
down,6.983695983886719,
up,7.150959730148315,
right,7.318400144577026,
up,7.446246147155762,
right,7.597955226898193,
up,7.7511677742004395,
right,7.910776376724243,
up,8.06207013130188,
right,8.208002805709839,
up,8.40620231628418,
right,8.558704853057861,
up,8.710171461105347,
right,8.85672378540039,
up,8.92624568939209,
right,9.102966785430908,
up,9.187485933303833,
right,9.389549016952515,
left,9.664575576782227,
right,9.798979043960571,
left,9.94286847114563,
right,10.09424638748169,
left,10.246472120285034,
right,10.414246320724487,
left,10.534248113632202,
left,10.734659671783447,
right,10.762794733047485,
down,10.98219084739685,
right,11.144829034805298,
down,11.278340339660645,
right,11.446065187454224,
down,11.550988912582397,
right,11.718248844146729,
down,11.854857683181763,
right,12.038424968719482,
down,12.173915386199951,
right,12.350247621536255,
down,12.503211975097656,
right,12.670638084411621,
down,12.782924890518188,
right,13.002129077911377,
up,13.281628608703613,
right,13.437978267669678,
up,13.622220993041992,
right,13.759461164474487,
up,13.886462450027466,
right,14.030880451202393,
up,14.172879695892334,
right,14.326714515686035,
left,14.637060403823853,
right,14.790246963500977,
left,14.96618914604187,
right,15.117751836776733,
left,15.268929958343506,
right,15.41403603553772,
left,15.534791946411133,
right,15.678154468536377,
left,15.806247472763062,
right,15.942042589187622,
up,16.102845191955566,
down,16.27241802215576,
up,16.428497314453125,
down,16.58318591117859,
