left,12.47170090675354,
left,12.76008653640747,
left,13.071707010269165,
left,13.319993495941162,
left,13.631937742233276,
right,13.960792064666748,
left,14.176197528839111,
left,14.520836353302002,
left,14.840675830841064,
down,15.087773323059082,
down,15.351938009262085,
down,15.656850814819336,
up,15.895956754684448,
up,16.23173975944519,
left,16.51174831390381,
right,16.759925842285156,
left,17.111735820770264,
down,17.45605206489563,
up,17.68781352043152,
left,18.0009765625,
right,18.368991374969482,
down,18.608023166656494,
up,18.93694543838501,
left,19.280023336410522,
right,19.503865480422974,
left,19.79176354408264,
right,20.15986180305481,
left,20.384786128997803,
right,20.663971185684204,
left,20.98378825187683,
down,21.247124671936035,
up,21.569018840789795,
left,21.880949020385742,
right,22.119885206222534,
left,22.432703733444214,
right,22.775980472564697,
left,22.98376989364624,
down,23.168022394180298,
down,23.29690670967102,
down,23.425018548965454,
down,24.82396149635315,
down,24.944063425064087,
down,25.072709321975708,
down,25.200026750564575,
down,25.304076194763184,
down,26.591931104660034,
down,26.688223361968994,
down,26.80840039253235,
down,26.871798276901245,
down,26.976306676864624,
right,28.28024673461914,
left,28.384402751922607,
right,28.49652409553528,
left,28.58398461341858,
right,28.712233543395996,
right,29.22396683692932,
left,29.280015468597412,
right,29.416499853134155,
left,29.522030353546143,
right,29.599812984466553,
up,30.057374715805054,
down,30.13999843597412,
up,30.25603699684143,
down,30.339940547943115,
up,30.464317798614502,
down,30.559005975723267,
up,30.680109977722168,
down,30.776013135910034,
up,30.905081748962402,
down,31.000173807144165,
up,31.119991064071655,
down,31.217013835906982,
up,31.335880517959595,
down,31.44802713394165,
up,31.56025767326355,
down,31.664021253585815,
up,31.776137113571167,
down,31.880078315734863,
up,32.00002121925354,
down,32.10404634475708,
up,32.21570801734924,
down,32.30611515045166,
up,32.43231225013733,
down,32.52800416946411,
up,32.67204022407532,
down,32.728034019470215,
up,32.880027532577515,
down,32.98401212692261,
up,33.09602761268616,
down,33.201111793518066,
up,33.299193382263184,
down,33.42404246330261,
up,33.54400062561035,
left,33.66362714767456,
right,33.75396275520325,
left,33.85602807998657,
right,33.98408126831055,
left,34.0487380027771,
right,34.208399534225464,
left,34.311872243881226,
right,34.44093632698059,
left,34.51572012901306,
right,34.656057834625244,
left,34.74177074432373,
right,34.888028383255005,
left,34.96302819252014,
right,35.089077949523926,
left,35.184000968933105,
up,35.3131160736084,
down,35.40803241729736,
up,35.53727340698242,
down,35.61368751525879,
up,35.75198173522949,
down,35.87256193161011,
up,35.96832203865051,
down,36.0319128036499,
up,36.16818070411682,
left,36.28092837333679,
right,36.391905784606934,
left,36.48029971122742,
right,36.61602854728699,
left,36.728028774261475,
right,36.83218193054199,
left,36.89605736732483,
up,37.27191495895386,
down,37.36903405189514,
up,37.48849034309387,
down,37.60003042221069,
up,37.72802710533142,
down,37.831942558288574,
up,37.9526903629303,
down,38.04802942276001,
up,38.183934450149536,
down,38.27216720581055,
up,38.39176297187805,
down,38.49603080749512,
up,38.61794137954712,
down,38.70397901535034,
up,38.8400342464447,
down,38.935871601104736,
up,39.04784393310547,
down,39.153090476989746,
up,39.274171352386475,
down,39.3466420173645,
up,39.496028900146484,
down,39.60003042221069,
up,39.71206593513489,
down,39.787248849868774,
up,39.952985525131226,
down,39.9840407371521,
up,40.16812205314636,
left,40.26402950286865,
right,40.39193058013916,
left,40.48799157142639,
right,40.61603021621704,
left,40.71299457550049,
right,40.848031997680664,
left,40.9360568523407,
right,41.07225728034973,
left,41.15599799156189,
right,41.28019452095032,
left,41.39195203781128,
right,41.520063400268555,
left,41.59496593475342,
right,41.736069440841675,
left,41.82211875915527,
right,41.96896457672119,
left,42.05103397369385,
up,42.20803093910217,
down,42.34403157234192,
up,42.456059217453,
down,42.5521776676178,
up,42.68019771575928,
down,42.7601842880249,
up,42.896015882492065,
down,42.99195885658264,
up,43.111011266708374,
down,43.17955493927002,
up,43.328030824661255,
down,43.41801714897156,
up,43.529083490371704,
down,43.624032497406006,
up,43.75192880630493,
left,43.85610556602478,
right,43.98390221595764,
left,44.08832335472107,
right,44.1839873790741,
left,44.27620816230774,
right,44.408225774765015,
left,44.48803210258484,
right,44.60825967788696,
left,44.70425510406494,
right,44.82384920120239,
left,44.908021450042725,
right,45.024450063705444,
left,45.12803316116333,
right,45.23409032821655,
left,45.312031745910645,
right,45.43306231498718,
left,45.50753664970398,
right,45.6476526260376,
left,45.73108267784119,
up,45.864033460617065,
down,45.99199175834656,
up,46.0240318775177,
up,46.24008655548096,
down,46.36905264854431,
up,46.48003363609314,
down,46.577385663986206,
up,46.712016105651855,
down,46.81690192222595,
